truckingcompanyid,productid,distanceinmiles,fuelcost,linehaulcost,source,destination
9640,2,3698.16,7.89,228.41,Raleigh,Chicago
6868,4,1459.8,4.01,390.32,Washington,Phoenix
8376,16,1070.52,5.81,1142.17,Portland,Charlotte
3002,5,3503.52,7.65,94.12,Tampa,Jacksonville
3339,5,291.96,3.93,4653.41,Mesa,Albuquerque
4230,1,2627.64,4.59,88.51,Phoenix,Albuquerque
7886,14,875.88,5.3,672.83,Colorado Springs,Baltimore
8900,18,2335.68,5.44,151.38,Miami,Seattle
6873,5,291.96,5.74,1970.06,Louisville,Portland
6671,24,2530.32,6.38,146.8,Dallas,Mesa
1968,18,291.96,5.27,1339.26,Nashville,Washington
6328,15,4087.44,5.39,30.13,Los Angeles,Virginia Beach
5155,23,2530.32,5.85,202.84,Arlington,Nashville
2187,15,2530.32,4.45,372.63,Mesa,Dallas
8484,18,2238.36,5.75,120.11,Las Vegas,Houston
8546,17,2627.64,5.41,404.37,Baltimore,Chicago
8061,1,291.96,4.94,1115.06,Jacksonville,Dallas
5197,8,486.6,5.34,289.38,Milwaukee,Sacramento
9213,3,1946.4,4.81,492.92,Chicago,Nashville
4744,18,291.96,4.22,1638.23,Long Beach,Minneapolis
8066,6,3211.56,6.83,32.15,Chicago,Sacramento
9087,21,1167.84,4.64,331.53,Columbus,Los Angeles
3332,2,3016.92,6.25,536.43,Los Angeles,Tucson
8992,20,4184.76,4.67,102.7,Los Angeles,Oakland
6743,9,1265.16,5.61,780.56,Washington,Tucson
8118,19,1167.84,4.57,1216.72,Chicago,Charlotte
7867,4,2724.96,4.93,245.29,Milwaukee,Chicago
3300,17,1751.76,5.62,241.8,New Orleans,Albuquerque
7462,13,681.24,4.82,851.81,Milwaukee,Kansas City
8789,5,4184.76,5.01,57.16,Phoenix,Tampa
5599,24,1265.16,4.83,234.47,Denver,Albuquerque
2660,15,1167.84,4.78,212.77,Mesa,Tulsa
3141,24,1849.08,5.37,420.46,Oklahoma City,Philadelphia
2118,2,3892.8,6.87,119.18,Houston,Virginia Beach
9319,5,2530.32,4.89,37.6,Long Beach,Indianapolis
1702,18,2238.36,4.76,107.43,Boston,Virginia Beach
2685,9,583.92,7.35,2714.8,Louisville,Nashville
4599,20,389.28,5.79,2715.29,Nashville,Las Vegas
9044,5,2433.0,5.44,212.54,Mesa,San Jose
3096,19,778.56,5.06,696.81,Colorado Springs,Tulsa
2815,7,1849.08,5.98,571.43,Kansas City,Denver
4844,3,97.32,6.08,10723.97,San Diego,San Antonio
7040,18,389.28,5.48,4771.85,Oakland,Raleigh
5004,2,1167.84,5.11,726.21,Kansas City,Portland
1630,21,3698.16,5.57,103.72,Phoenix,Long Beach
9624,1,681.24,4.77,1302.59,Charlotte,El Paso
6988,21,583.92,5.56,596.59,Milwaukee,Oklahoma City
3363,24,2238.36,5.52,595.95,Las Vegas,New Orleans
7706,20,2724.96,5.39,198.25,Tucson,Phoenix
8758,14,97.32,3.67,2551.91,Washington,Denver
5609,3,194.64,3.97,2919.87,Denver,Boston
6679,4,3308.88,5.86,456.3,Raleigh,San Antonio
8985,10,1167.84,5.69,256.26,Philadelphia,Seattle
9343,2,3600.84,6.17,64.09,Philadelphia,Long Beach
6682,10,2530.32,5.6,76.89,Oakland,Denver
6819,7,1265.16,7.36,695.28,Sacramento,Nashville
6512,3,291.96,7.37,1449.19,Milwaukee,Memphis
3215,18,3308.88,6.89,134.36,Oakland,Austin
8332,20,2822.28,5.37,108.75,Tulsa,Seattle
9637,18,681.24,5.08,303.62,Columbus,Boston
7776,10,3016.92,5.52,135.68,Chicago,Fresno
6498,3,486.6,4.53,1356.73,Virginia Beach,Arlington
8982,3,3114.24,7.5,74.38,Tampa,San Francisco
8025,24,486.6,3.75,501.47,San Antonio,Los Angeles
2494,4,3698.16,5.14,98.53,Oakland,San Antonio
8197,13,1751.76,5.6,129.8,Charlotte,Tucson
1134,20,194.64,3.33,996.57,Tulsa,Arlington
6591,10,3503.52,6.26,175.31,Dallas,Oakland
8446,24,2627.64,5.75,186.4,Phoenix,Albuquerque
9081,8,583.92,3.69,712.43,Tucson,Las Vegas
5582,6,1265.16,6.74,131.5,Virginia Beach,Milwaukee
3174,23,583.92,5.84,185.85,Colorado Springs,Oakland
4945,8,681.24,5.52,510.06,Tulsa,Omaha
5220,17,1654.44,5.21,242.24,Dallas,Portland
9246,13,2530.32,5.76,196.9,Charlotte,Raleigh
2096,19,2530.32,5.31,310.39,Memphis,Los Angeles
1938,3,3308.88,6.11,119.79,Kansas City,Houston
8468,6,3795.48,4.15,78.7,Philadelphia,Oakland
4231,8,2043.72,7.72,253.21,Raleigh,Washington
7165,7,3698.16,3.94,357.24,Houston,Miami
7172,4,291.96,6.82,835.87,Miami,Oakland
3816,20,2822.28,5.73,341.18,Sacramento,San Antonio
4501,11,2433.0,6.55,56.99,Fresno,Dallas
2562,21,486.6,3.31,1306.95,Miami,Atlanta
6039,10,875.88,4.63,310.12,Oklahoma City,Fresno
5877,20,2433.0,5.38,386.73,Houston,Louisville
1253,8,3892.8,5.69,53.06,Long Beach,Chicago
6368,9,2724.96,4.1,115.16,Los Angeles,Baltimore
3013,17,778.56,4.99,382.98,Boston,Louisville
3460,3,194.64,4.49,2273.42,Tucson,Mesa
9833,4,291.96,5.56,601.69,Mesa,Kansas City
1910,19,4379.4,5.1,48.07,Chicago,Tampa
9883,4,583.92,5.67,783.12,Philadelphia,Jacksonville
8801,21,2335.68,5.54,129.19,Phoenix,Louisville
8660,15,4476.72,4.82,198.26,Chicago,Arlington
9617,21,1265.16,5.32,213.25,Philadelphia,Denver
9457,15,2530.32,6.02,296.23,Minneapolis,Washington
4459,6,486.6,5.21,699.14,El Paso,Indianapolis
7452,9,291.96,6.58,1394.69,San Francisco,Denver
5687,22,875.88,4.63,277.68,Detroit,Tucson
3289,14,291.96,5.44,642.45,Philadelphia,Chicago
8453,12,2433.0,6.42,436.28,San Francisco,Raleigh
5558,14,4087.44,6.97,286.34,New Orleans,San Diego
4255,17,1070.52,6.59,318.72,Virginia Beach,Tucson
9212,9,2043.72,4.09,317.32,Arlington,Memphis
5005,9,2724.96,6.3,116.99,Sacramento,San Diego
6730,3,194.64,5.06,4005.76,Oklahoma City,Nashville
2114,10,1654.44,4.61,940.2,Omaha,Nashville
3121,24,973.2,4.85,447.87,Louisville,Denver
3442,6,1654.44,5.76,891.88,Philadelphia,Nashville
5047,15,3503.52,6.05,172.72,Chicago,Colorado Springs
8642,3,3016.92,4.88,148.65,San Diego,Colorado Springs
5071,7,3406.2,6.49,135.68,Jacksonville,Tulsa
2196,18,1654.44,5.01,116.47,Milwaukee,Tampa
8328,7,875.88,4.87,885.12,Boston,Jacksonville
4274,15,3600.84,5.26,28.68,Tulsa,San Jose
6540,14,1167.84,5.2,244.81,El Paso,Fresno
2739,7,2627.64,5.38,15.1,Charlotte,Miami
7405,1,389.28,5.6,1824.06,El Paso,Portland
5469,16,291.96,5.35,2614.14,Austin,San Diego
4276,18,3211.56,5.05,37.79,Jacksonville,Oakland
8621,5,2919.6,6.28,86.62,Oakland,Charlotte
9584,8,1751.76,6.12,379.22,Fresno,San Francisco
2100,24,2433.0,4.91,236.1,Miami,Indianapolis
2668,12,2141.04,4.5,303.15,Tucson,Austin
1643,1,973.2,4.33,326.56,Dallas,Denver
8898,20,583.92,6.06,1260.08,Washington,Columbus
4701,24,3990.12,4.67,86.92,Arlington,San Diego
8569,24,97.32,7.34,1945.9,Nashville,Detroit
1650,17,2433.0,5.4,62.89,San Francisco,Raleigh
8108,18,778.56,4.87,1580.66,Jacksonville,Washington
8643,24,1167.84,6.85,666.49,Boston,Dallas
2912,13,778.56,5.28,180.14,Nashville,Charlotte
7306,13,3114.24,6.62,181.41,Fort Worth,Oakland
9094,23,2919.6,5.62,81.64,Washington,New Orleans
3446,8,97.32,5.6,10383.78,Tulsa,Minneapolis
4198,10,1557.12,4.82,646.78,Baltimore,Columbus
3454,8,3211.56,5.0,178.66,Jacksonville,Oakland
4782,3,2238.36,6.57,103.82,Raleigh,Seattle
1251,5,1459.8,5.33,149.56,Sacramento,Boston
1716,6,1654.44,6.66,74.13,Fresno,Indianapolis
6633,6,2530.32,6.03,132.1,Phoenix,Milwaukee
8439,14,1459.8,4.53,237.6,Indianapolis,Albuquerque
3787,2,1265.16,7.56,205.05,Colorado Springs,Portland
2149,20,2043.72,5.65,823.44,Detroit,Oakland
2833,17,2433.0,4.18,501.82,Albuquerque,San Antonio
4796,8,1070.52,6.01,190.21,Nashville,Fresno
9415,2,1265.16,6.91,519.17,Boston,Fresno
3399,19,1070.52,6.29,76.21,Atlanta,Tampa
6417,5,2238.36,4.39,93.04,Portland,Arlington
8683,14,1459.8,7.8,108.64,El Paso,San Antonio
8343,19,973.2,3.88,241.24,Oklahoma City,Charlotte
1600,21,2238.36,4.02,760.06,New Orleans,Las Vegas
5177,24,1751.76,6.4,121.24,Albuquerque,Columbus
8705,16,2627.64,5.39,361.82,Boston,Tampa
7564,7,291.96,4.91,3022.07,Oklahoma City,Memphis
7272,1,1751.76,4.67,77.31,Philadelphia,Detroit
2382,21,1946.4,4.68,202.32,Fort Worth,Tucson
3077,9,681.24,5.13,228.4,Chicago,San Jose
7547,17,291.96,7.99,14082.53,Raleigh,Kansas City
8864,24,2335.68,2.7,228.4,Atlanta,Fort Worth
5147,8,1654.44,5.19,136.45,Fort Worth,Baltimore
9127,19,3308.88,4.99,104.48,San Jose,Virginia Beach
7858,23,1167.84,8.3,1457.45,Tampa,Sacramento
5264,12,291.96,5.23,2999.66,Virginia Beach,Raleigh
9818,8,3406.2,7.7,377.52,Oakland,San Jose
2606,5,1946.4,5.0,419.48,San Antonio,Las Vegas
5057,4,1557.12,2.67,120.38,Atlanta,Boston
7151,15,1751.76,5.39,805.41,Louisville,Austin
4989,23,778.56,6.53,1248.33,Phoenix,Fort Worth
2540,18,2433.0,4.72,68.56,Minneapolis,Boston
7826,16,3016.92,5.86,133.08,Philadelphia,Atlanta
7624,2,778.56,4.25,1559.99,Denver,Las Vegas
7609,10,1459.8,4.96,149.87,San Francisco,Milwaukee
7348,7,2433.0,5.97,461.94,Long Beach,Seattle
3519,5,2822.28,5.49,120.08,San Diego,Atlanta
7762,10,1070.52,6.69,234.77,Seattle,San Antonio
1991,8,1362.48,4.69,462.99,Phoenix,Denver
1582,2,1654.44,4.1,597.46,Albuquerque,Charlotte
9390,4,486.6,4.15,484.58,Tulsa,Miami
1977,12,973.2,6.29,530.09,Atlanta,Tulsa
7196,17,2238.36,6.16,206.97,El Paso,Oakland
6652,5,291.96,5.05,916.17,Colorado Springs,Miami
1379,19,1557.12,2.69,656.31,El Paso,Kansas City
5565,24,2238.36,4.1,197.87,New Orleans,Las Vegas
5367,7,2530.32,6.34,653.8,Arlington,Nashville
7498,13,778.56,5.45,322.02,San Francisco,Detroit
3356,2,3503.52,6.71,66.77,Houston,Omaha
7166,18,778.56,6.66,609.85,Milwaukee,Colorado Springs
8755,4,3308.88,4.29,222.19,Atlanta,Chicago
5676,7,2043.72,6.01,317.43,Dallas,Baltimore
3045,5,3308.88,4.55,51.96,Atlanta,Chicago
7898,24,3211.56,6.45,489.45,Miami,Dallas
4398,22,291.96,4.09,1184.4,Seattle,Charlotte
4014,20,2043.72,6.9,118.0,Miami,Boston
3318,15,1946.4,6.61,22.94,Long Beach,Nashville
2269,7,1362.48,4.54,758.69,Atlanta,Nashville
3359,7,2433.0,4.97,220.0,Sacramento,Austin
8631,4,1362.48,4.5,380.18,Philadelphia,Washington
4753,15,2724.96,6.74,148.27,Austin,Colorado Springs
3024,17,3600.84,6.27,108.39,Fort Worth,New Orleans
3227,17,2433.0,5.21,346.9,San Antonio,Albuquerque
8058,5,97.32,5.02,4068.94,Milwaukee,Baltimore
6376,3,2335.68,6.4,32.82,Portland,New Orleans
2686,20,1946.4,5.59,137.5,Houston,Detroit
8064,22,2335.68,4.87,386.82,San Diego,Albuquerque
1526,24,486.6,4.16,193.09,Louisville,Detroit
8918,10,194.64,5.12,3412.01,Columbus,Jacksonville
5067,9,2530.32,4.89,76.2,Austin,Atlanta
1960,19,389.28,5.47,1006.75,Chicago,San Antonio
5300,1,1459.8,7.23,152.35,Portland,Raleigh
3494,21,389.28,6.47,123.07,Seattle,El Paso
9921,8,3990.12,6.32,67.19,Dallas,New Orleans
8949,6,1167.84,4.0,282.01,Washington,San Diego
6466,12,2141.04,5.3,550.6,Sacramento,Columbus
8645,8,97.32,3.8,19459.44,Tampa,Tulsa
2231,21,1751.76,3.87,255.36,Boston,Chicago
1080,10,778.56,5.86,369.06,Seattle,San Jose
5999,7,1654.44,5.12,289.03,Houston,Boston
5172,17,194.64,6.64,2643.69,Milwaukee,Louisville
1764,23,2822.28,3.73,261.95,Oakland,San Francisco
2323,12,4184.76,9.25,57.88,Los Angeles,Oakland
2454,1,194.64,7.19,993.5,Tampa,Minneapolis
7929,21,1459.8,6.87,622.67,Los Angeles,Indianapolis
5878,22,2627.64,6.86,278.1,Washington,Tulsa
1232,7,389.28,4.72,565.8,Tampa,Virginia Beach
9258,7,291.96,4.91,1238.22,San Antonio,Houston
1756,2,778.56,6.85,253.0,Colorado Springs,Milwaukee
5634,3,1362.48,7.11,77.89,Seattle,Houston
1922,10,1265.16,5.58,128.37,El Paso,Mesa
3061,16,3892.8,4.48,242.28,Los Angeles,Miami
8170,3,97.32,5.19,3701.67,Jacksonville,Fort Worth
2076,18,1654.44,6.15,45.56,Colorado Springs,El Paso
1161,24,2627.64,7.1,643.83,Milwaukee,Houston
6545,17,291.96,4.44,1507.03,Raleigh,Kansas City
7692,2,2141.04,4.6,84.69,Indianapolis,Colorado Springs
5933,13,194.64,4.85,795.14,Portland,Detroit
5569,21,875.88,5.96,128.8,Oklahoma City,Fresno
9834,10,1459.8,6.03,323.84,New Orleans,Mesa
2384,8,1654.44,6.87,91.81,San Diego,Oklahoma City
5643,4,1070.52,4.93,560.95,Oklahoma City,Sacramento
1353,3,2141.04,4.36,435.55,Houston,Portland
8422,21,4184.76,4.92,141.67,Phoenix,Tampa
7340,8,2335.68,5.6,92.52,Minneapolis,El Paso
8345,13,778.56,6.18,1033.83,Louisville,Atlanta
1505,2,3308.88,6.4,237.71,Virginia Beach,San Jose
4383,2,778.56,6.49,269.39,Las Vegas,Mesa
6601,14,681.24,4.51,2232.39,San Jose,Indianapolis
1442,8,389.28,5.05,1066.85,Detroit,Memphis
6106,2,1557.12,5.22,80.33,Indianapolis,Tucson
7595,4,97.32,5.49,7548.04,San Antonio,Philadelphia
1193,21,3406.2,5.94,275.36,Phoenix,Omaha
3029,8,486.6,6.37,346.95,Memphis,Nashville
2022,10,1167.84,5.03,491.62,Albuquerque,Virginia Beach
9069,2,2043.72,6.79,187.16,Washington,Raleigh
7842,21,2335.68,5.89,237.65,Chicago,Las Vegas
2209,24,1167.84,5.5,444.85,Omaha,Memphis
4452,19,3211.56,3.31,182.13,Tampa,Charlotte
2764,8,681.24,3.17,473.1,El Paso,Louisville
6536,4,1751.76,4.4,59.85,Phoenix,Nashville
5602,10,2238.36,4.58,239.86,Columbus,Atlanta
5256,2,583.92,2.97,417.74,Kansas City,Albuquerque
2464,18,3892.8,3.22,200.09,Phoenix,Oakland
6623,22,1654.44,7.21,178.2,Baltimore,Tulsa
5324,23,486.6,3.79,1772.21,Raleigh,Sacramento
9116,20,291.96,6.88,1042.38,San Antonio,San Jose
1880,16,1265.16,4.19,457.6,New Orleans,Atlanta
2772,18,389.28,6.77,1103.9,Memphis,Albuquerque
1953,2,1265.16,5.87,298.21,Minneapolis,Tucson
4581,3,681.24,4.92,109.84,Sacramento,Louisville
7369,4,1557.12,6.25,573.86,Colorado Springs,Nashville
9344,16,1849.08,5.08,375.0,Nashville,Houston
3721,4,3308.88,4.69,81.16,Houston,Kansas City
5190,10,1459.8,4.99,149.18,Mesa,New Orleans
3678,23,291.96,5.54,1154.76,Kansas City,Mesa
1651,22,973.2,7.5,480.92,Denver,Dallas
2131,15,1946.4,5.43,182.3,Washington,Omaha
6384,11,389.28,4.37,2966.25,Virginia Beach,Omaha
8913,11,973.2,5.24,423.88,Oklahoma City,Charlotte
4100,12,3114.24,6.89,88.22,Tulsa,Charlotte
2988,17,1751.76,7.13,146.56,Detroit,Miami
9218,11,3114.24,7.13,78.4,Raleigh,Dallas
5420,6,1751.76,5.75,45.02,Virginia Beach,Portland
6986,3,3308.88,4.09,870.31,San Francisco,New Orleans
1909,14,97.32,4.92,15028.44,Oakland,Minneapolis
5616,23,2335.68,6.88,36.95,Indianapolis,Raleigh
5376,2,2627.64,4.21,162.52,Kansas City,Austin
4356,8,1265.16,6.1,138.42,El Paso,Mesa
8943,12,1362.48,4.84,200.94,Nashville,Dallas
2152,21,681.24,5.96,489.35,Jacksonville,Phoenix
4144,14,1070.52,3.54,545.63,Denver,Baltimore
8457,11,2238.36,5.28,83.81,Phoenix,Memphis
9748,15,2335.68,5.57,465.14,Fort Worth,Atlanta
6833,6,194.64,6.99,1517.65,Baltimore,Memphis
5835,7,2724.96,4.48,59.11,Columbus,Miami
2009,14,291.96,6.27,538.18,San Jose,San Antonio
9787,7,1654.44,6.32,567.18,Boston,Houston
1673,4,1654.44,8.58,1224.28,Portland,Long Beach
7161,9,1362.48,6.2,490.94,Albuquerque,Minneapolis
7112,4,97.32,4.99,10790.95,Philadelphia,Phoenix
4159,21,1849.08,4.59,166.14,Mesa,San Francisco
8772,22,1167.84,6.49,651.2,Omaha,Memphis
2801,12,3114.24,5.34,242.17,Columbus,Minneapolis
4498,9,875.88,5.94,208.9,San Francisco,Oklahoma City
9485,1,291.96,5.8,1221.08,Jacksonville,Charlotte
2983,23,1557.12,4.27,243.39,Portland,Miami
7819,12,1459.8,5.99,175.35,San Jose,Oklahoma City
5196,19,681.24,4.5,692.89,Omaha,Tulsa
2377,22,3990.12,6.16,156.87,Long Beach,Los Angeles
5085,2,97.32,4.2,2287.62,Omaha,Colorado Springs
7697,8,1070.52,5.34,772.87,Washington,Dallas
9670,6,973.2,4.96,906.72,Jacksonville,El Paso
2626,18,1459.8,5.62,154.8,Detroit,Colorado Springs
9602,19,4087.44,4.68,165.62,Phoenix,Tulsa
8637,7,2141.04,4.39,186.47,Louisville,San Antonio
3641,20,778.56,5.26,534.92,Virginia Beach,Sacramento
4288,16,1265.16,4.26,60.84,San Francisco,Chicago
4659,19,2822.28,4.51,156.08,Los Angeles,Milwaukee
4266,1,973.2,5.63,1266.2,San Antonio,Indianapolis
4243,12,3016.92,5.01,189.78,Denver,New Orleans
9461,22,583.92,7.36,1387.95,Jacksonville,Philadelphia
9355,7,681.24,5.57,409.88,Dallas,San Francisco
6114,6,389.28,4.67,1530.53,Albuquerque,Sacramento
7545,7,291.96,4.53,1083.53,Nashville,Washington
3659,4,2238.36,7.14,23.55,Memphis,Phoenix
1606,15,486.6,4.24,496.31,Memphis,Nashville
8719,19,1070.52,4.97,741.51,Atlanta,Portland
7749,6,4379.4,4.64,261.43,Chicago,Tampa
5733,23,1362.48,6.05,391.71,El Paso,Sacramento
2504,9,1167.84,5.83,1188.45,Tulsa,Mesa
3907,7,973.2,7.08,271.95,Nashville,Tucson
5919,8,3795.48,5.81,93.77,Chicago,Miami
2043,21,1265.16,5.25,39.11,Oakland,Albuquerque
4471,4,681.24,5.25,605.1,Fort Worth,Washington
5327,20,1751.76,4.8,238.04,Milwaukee,Fort Worth
1818,8,291.96,4.05,3235.82,Mesa,Kansas City
4065,19,1362.48,6.99,66.27,Virginia Beach,Baltimore
9157,19,1265.16,5.69,508.38,Oakland,Albuquerque
4651,8,4087.44,6.13,28.32,Arlington,San Antonio
3729,15,2530.32,5.82,552.77,Indianapolis,Long Beach
7337,12,2043.72,5.38,33.91,Los Angeles,Nashville
9976,21,1654.44,4.3,207.71,Colorado Springs,El Paso
2307,16,681.24,5.67,1945.26,Denver,Jacksonville
2302,2,194.64,5.21,3248.77,Seattle,San Francisco
7861,12,2043.72,6.13,695.61,Phoenix,Portland
7629,19,973.2,6.1,434.71,Oakland,Mesa
6574,21,1167.84,7.49,116.35,Louisville,Raleigh
9179,6,2238.36,5.09,330.04,Austin,Fresno
7747,1,291.96,3.4,2829.19,Tucson,Baltimore
2953,7,3503.52,6.4,398.9,Long Beach,San Antonio
3864,22,3600.84,5.18,43.81,Raleigh,Houston
8740,16,291.96,6.37,369.96,Colorado Springs,Miami
7120,24,973.2,4.8,1499.11,Indianapolis,San Antonio
9846,16,194.64,5.53,2950.14,Colorado Springs,Atlanta
9839,13,1167.84,4.18,322.02,Charlotte,Las Vegas
7310,21,2043.72,6.77,349.31,Dallas,Baltimore
5496,15,1946.4,5.61,79.11,Nashville,Chicago
1965,8,1849.08,6.75,275.69,Denver,Kansas City
9467,12,3211.56,6.27,329.92,San Diego,Raleigh
9517,16,778.56,4.99,239.55,Milwaukee,Nashville
1653,15,973.2,5.91,402.26,San Francisco,Portland
4722,11,2238.36,5.19,501.2,Fort Worth,Sacramento
8870,9,2530.32,6.64,171.54,El Paso,Tampa
2334,13,2141.04,4.94,862.88,Oklahoma City,Chicago
8526,5,2141.04,4.91,40.74,Jacksonville,Fresno
8236,14,97.32,5.27,5187.92,Oklahoma City,Portland
1501,7,4282.08,4.83,91.76,Los Angeles,Minneapolis
7423,1,2238.36,4.79,122.09,Houston,Las Vegas
2150,4,291.96,5.67,2534.52,Minneapolis,Arlington
4721,20,2141.04,6.36,69.51,New Orleans,Memphis
1229,10,389.28,4.76,1670.18,Fort Worth,Indianapolis
9340,22,2141.04,4.81,420.21,Oakland,Nashville
9454,5,1459.8,4.98,652.8,El Paso,Atlanta
8396,4,2141.04,6.78,259.85,Las Vegas,Phoenix
5253,5,1557.12,5.85,770.53,Nashville,Colorado Springs
4469,5,194.64,7.42,2258.03,Jacksonville,San Jose
1235,6,486.6,4.79,976.21,Long Beach,Tampa
2302,17,1362.48,4.79,133.49,Baltimore,Virginia Beach
5183,7,1070.52,6.01,527.62,Charlotte,Portland
6244,9,778.56,4.8,627.57,Fort Worth,Boston
8273,23,1362.48,4.54,140.94,Portland,Omaha
5441,13,2043.72,5.45,658.89,El Paso,Long Beach
2812,5,3600.84,6.27,214.93,Dallas,Minneapolis
7538,10,681.24,5.12,619.81,Raleigh,Fresno
2267,14,3698.16,6.53,55.04,Virginia Beach,Philadelphia
1682,3,2627.64,5.18,46.78,Virginia Beach,Indianapolis
1830,9,3308.88,7.71,331.4,Tulsa,Fort Worth
3825,4,875.88,5.38,104.19,Seattle,Dallas
8016,1,291.96,6.81,478.53,Phoenix,Los Angeles
9829,16,486.6,4.69,115.76,Omaha,Mesa
5698,1,3406.2,4.91,39.33,Minneapolis,Austin
3026,13,1557.12,5.62,864.16,Fresno,Seattle
1924,10,1946.4,5.49,270.54,Jacksonville,Albuquerque
2907,9,3308.88,6.23,147.77,Houston,Kansas City
3350,24,1849.08,5.87,135.3,Long Beach,Detroit
6382,15,2238.36,3.62,489.76,Albuquerque,Dallas
1946,2,2530.32,5.08,83.38,San Antonio,Tucson
3737,10,1946.4,5.34,601.48,San Antonio,Las Vegas
7764,21,3406.2,4.96,70.83,Colorado Springs,Houston
8391,17,681.24,4.15,800.35,Tulsa,Omaha
8370,5,291.96,5.78,1498.08,Tampa,Oakland
3340,4,194.64,6.08,929.87,Atlanta,Colorado Springs
4422,23,1362.48,5.52,744.43,Baltimore,Virginia Beach
8099,17,681.24,5.86,993.59,Milwaukee,Kansas City
9187,13,1557.12,6.93,636.14,Oklahoma City,Dallas
2632,5,681.24,6.93,608.56,Louisville,El Paso
9061,8,194.64,3.74,1925.03,Columbus,Jacksonville
7653,12,2530.32,6.32,329.27,Jacksonville,Kansas City
3464,20,2043.72,5.23,208.51,Tucson,Jacksonville
2363,24,389.28,6.78,1305.8,Fresno,Kansas City
6466,20,2238.36,5.91,424.47,Tampa,Oklahoma City
4454,4,97.32,5.53,4308.07,Minneapolis,Tulsa
1336,18,486.6,7.49,2398.45,Oklahoma City,Washington
9106,15,1557.12,6.32,262.78,Raleigh,Oklahoma City
7882,16,778.56,5.64,72.05,Sacramento,Virginia Beach
9870,12,1946.4,4.79,636.0,New Orleans,Baltimore
5852,6,1557.12,5.22,147.87,Washington,Sacramento
7371,10,1557.12,5.4,920.88,Seattle,Fresno
9433,24,3698.16,5.73,201.76,San Jose,Tampa
3905,10,583.92,5.1,622.88,Atlanta,Milwaukee
4423,21,3211.56,5.0,86.77,Philadelphia,Colorado Springs
6815,18,681.24,4.47,110.45,Tucson,Portland
4020,9,3016.92,5.71,40.59,Raleigh,San Jose
9428,20,3016.92,5.12,561.74,New Orleans,Denver
8734,24,1557.12,5.69,489.46,Austin,Las Vegas
8203,12,194.64,7.07,2057.29,Tucson,Milwaukee
6167,15,1265.16,8.27,484.24,Virginia Beach,Milwaukee
7196,9,2919.6,4.73,37.26,Austin,Raleigh
9695,23,1557.12,5.4,449.95,Colorado Springs,Nashville
7095,6,681.24,3.81,258.01,San Francisco,Nashville
4611,17,3211.56,6.03,275.88,Houston,Atlanta
5400,1,1265.16,7.28,838.54,Milwaukee,Seattle
6716,3,1459.8,5.73,50.38,Oakland,Baltimore
9195,15,2627.64,5.6,96.46,Boston,Tampa
8779,3,3308.88,6.76,55.59,Kansas City,Houston
9103,23,1654.44,4.86,296.43,Oakland,Memphis
6050,9,1849.08,5.58,199.75,Memphis,Dallas
8855,5,291.96,7.04,868.07,Memphis,Milwaukee
1491,8,389.28,4.98,510.93,El Paso,Seattle
4307,5,1167.84,4.31,517.21,Boston,Tucson
9610,9,97.32,8.28,1181.64,Jacksonville,Fort Worth
9901,15,291.96,3.82,645.17,Phoenix,Los Angeles
7511,17,778.56,3.63,187.39,Portland,Fresno
7189,2,1362.48,6.45,97.16,Columbus,Memphis
7483,10,1557.12,5.78,660.82,Atlanta,Boston
1672,13,2335.68,4.47,82.5,Indianapolis,Raleigh
5443,14,778.56,4.29,990.96,Louisville,Atlanta
3609,21,291.96,4.83,238.55,Indianapolis,Washington
4075,4,2627.64,4.12,247.58,Louisville,Los Angeles
2798,4,3698.16,6.97,210.37,Raleigh,Chicago
4066,20,1654.44,4.81,29.25,Detroit,Raleigh
7311,1,291.96,3.76,736.97,Seattle,Charlotte
9574,11,1557.12,4.27,741.85,Baltimore,Columbus
4398,4,1070.52,3.48,306.51,Seattle,Louisville
7096,9,2238.36,6.09,88.58,Fort Worth,Sacramento
4183,9,681.24,5.43,477.62,Kansas City,Oakland
5456,21,2627.64,5.75,893.05,Seattle,Oakland
9334,19,3990.12,5.6,71.84,San Diego,Arlington
2233,7,1070.52,5.26,265.17,Omaha,Louisville
9501,23,875.88,4.59,574.32,Houston,Fort Worth
8895,16,778.56,5.28,247.27,Oakland,Atlanta
5918,6,3114.24,5.77,190.16,Seattle,New Orleans
7724,16,1654.44,4.97,913.03,Jacksonville,Louisville
2034,21,3308.88,6.7,55.39,Fort Worth,Tulsa
2498,9,778.56,5.31,772.76,Detroit,Albuquerque
6884,18,1849.08,6.57,361.29,Jacksonville,Milwaukee
2773,9,3406.2,6.18,138.96,Charlotte,New Orleans
2871,3,1459.8,5.52,1367.3,Indianapolis,Los Angeles
4407,23,1557.12,4.2,58.46,Arlington,Tucson
8013,10,973.2,5.03,329.72,Miami,Albuquerque
9216,23,2043.72,4.72,292.02,Nashville,Virginia Beach
2175,13,486.6,6.45,2164.63,Atlanta,Miami
1284,3,486.6,5.32,1121.07,El Paso,Indianapolis
1847,6,973.2,5.38,565.69,Austin,Boston
5740,24,2724.96,6.12,62.69,Charlotte,Long Beach
6195,11,2141.04,5.74,171.94,Detroit,Los Angeles
5203,7,1167.84,6.09,263.27,Los Angeles,Columbus
7446,8,1265.16,5.16,346.48,Milwaukee,Virginia Beach
